Unnamed: 0,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
1837,0,50.0,1,1,16.0,1,2,3,4.0,3,3.0,3,7.0,0,5,1,1.0,3,25496.0
4766,0,30.0,1,1,13.0,3,1,3,4.0,0,3.0,1,3.0,0,3,0,2.0,1,21809.0
17,0,22.0,0,1,22.0,3,2,3,2.0,0,3.0,1,2.0,1,3,0,0.0,1,17935.0
4345,0,55.0,1,1,6.0,2,1,3,4.0,1,3.0,3,2.0,0,1,0,1.0,2,22458.0
3539,0,34.0,1,1,35.0,2,2,4,4.0,1,3.0,1,3.0,1,1,1,1.0,2,23885.0
4002,0,31.0,1,1,9.0,2,2,5,5.0,1,3.0,1,3.0,0,4,1,2.0,2,22830.0
453,1,26.0,0,2,23.0,2,1,2,3.0,0,3.0,1,1.0,1,5,0,1.0,1,17741.0
226,0,37.0,0,3,10.0,3,2,2,3.0,0,3.0,1,5.0,0,4,1,0.0,1,17177.0
1525,0,33.0,0,1,6.0,2,0,3,3.0,3,3.0,3,2.0,1,1,1,0.0,3,28458.0
3161,0,28.0,1,1,23.0,1,1,3,4.0,0,4.0,0,2.0,0,2,1,1.0,1,21489.0
1436,0,21.0,1,3,11.0,3,2,2,3.0,0,5.0,2,2.0,1,1,1,0.0,1,17380.0
4768,0,46.0,1,1,14.0,3,1,3,4.0,0,3.0,1,6.0,1,3,0,2.0,1,23155.0
1509,0,33.0,0,3,6.0,2,1,2,1.0,1,5.0,1,3.0,0,3,0,1.0,2,20376.0
3783,1,23.0,1,1,14.0,2,2,4,4.0,0,4.0,2,3.0,1,3,1,1.0,1,21150.0
772,0,56.0,0,1,15.0,3,1,3,3.0,0,3.0,0,3.0,0,2,0,0.0,1,17942.0
1857,0,40.0,1,3,8.0,3,1,2,3.0,1,4.0,1,1.0,0,1,0,0.0,2,20715.0
500,0,32.0,1,1,15.0,2,1,3,3.0,1,3.0,0,2.0,1,5,1,2.0,2,21322.0
1196,0,41.0,1,3,29.0,2,2,3,3.0,3,3.0,3,4.0,1,3,0,2.0,3,22082.0
3000,0,54.0,1,1,13.0,2,2,3,4.0,1,3.0,2,4.0,0,5,1,1.0,2,21128.0
3345,0,49.0,1,1,9.0,1,2,4,2.0,0,4.0,2,7.0,0,2,0,3.0,1,21237.0
3934,0,25.0,0,1,18.0,2,1,4,2.0,1,3.0,1,2.0,0,5,0,2.0,2,22689.0
915,1,21.0,0,1,16.0,2,1,2,4.0,0,3.0,2,2.0,0,4,1,0.0,1,17625.0
1056,1,28.0,0,3,6.0,1,2,3,3.0,0,3.0,0,4.0,0,3,1,0.0,1,17909.0
1934,0,37.0,1,1,6.0,1,1,2,3.0,3,3.0,3,5.0,0,5,1,0.0,3,22491.0
168,0,38.0,1,3,6.0,2,0,2,4.0,1,3.0,3,5.0,0,2,1,1.0,2,23686.0
791,1,35.0,1,3,10.0,1,2,2,3.0,3,5.0,3,1.0,1,4,1,1.0,3,24582.0
416,0,38.0,0,1,8.0,2,2,2,3.0,0,3.0,0,2.0,1,5,1,1.0,1,16702.0
487,0,20.0,1,1,6.0,2,1,2,4.0,0,4.0,2,2.0,0,4,1,0.0,1,17836.0
3839,1,32.0,0,3,33.0,3,2,4,4.0,1,3.0,1,3.0,1,3,0,2.0,2,24295.0
2312,1,28.0,1,1,18.0,2,1,3,3.0,0,3.0,1,2.0,1,4,1,1.0,1,17515.0
4448,0,54.0,1,1,14.0,2,2,3,2.0,4,3.0,1,5.0,0,1,0,2.0,0,33492.0
897,0,59.0,1,3,9.0,2,1,2,4.0,1,3.0,2,6.0,0,3,0,0.0,2,20171.0
1330,0,43.0,1,1,12.0,3,1,2,4.0,2,3.0,1,1.0,0,3,1,1.0,4,34392.0
3316,0,34.0,0,3,32.0,3,1,3,4.0,1,3.0,0,3.0,0,3,0,2.0,2,23217.0
4285,0,30.0,1,1,30.0,2,2,3,4.0,0,3.0,2,2.0,0,3,0,1.0,1,20879.0
1981,0,36.0,1,1,15.0,3,2,2,4.0,1,4.0,1,3.0,1,4,0,1.0,2,23847.0
4535,0,37.0,1,3,7.0,2,2,3,4.0,1,3.0,1,3.0,1,3,1,2.0,2,24879.0
4167,0,43.0,1,1,24.0,2,0,3,2.0,1,5.0,3,5.0,1,1,1,2.0,2,25223.0
1424,0,35.0,1,1,15.0,3,2,2,3.0,1,3.0,2,2.0,0,4,0,1.0,2,20098.0
3103,0,29.0,1,3,12.0,3,2,4,4.0,1,3.0,3,3.0,0,3,1,1.0,2,23586.0
1561,0,51.0,1,3,27.0,3,2,3,3.0,1,3.0,2,1.0,1,5,0,2.0,2,20441.0
3378,0,26.0,1,1,7.0,3,1,3,4.0,0,4.0,2,3.0,0,3,1,1.0,1,20774.0
3002,0,33.0,0,1,31.0,2,2,4,4.0,1,3.0,0,3.0,0,4,1,1.0,2,23987.0
1915,0,55.0,1,3,24.0,2,1,2,3.0,4,4.0,2,4.0,0,1,1,0.0,0,31835.0
2228,0,59.0,1,3,6.0,1,2,3,3.0,3,3.0,1,4.0,1,1,1,0.0,3,26904.0
4432,0,39.0,1,3,14.0,3,1,3,5.0,1,3.0,3,2.0,0,1,1,1.0,2,22706.0
420,0,29.0,1,1,9.0,3,2,3,4.0,3,3.0,0,2.0,0,2,1,2.0,3,26935.0
266,0,31.0,1,1,29.0,3,2,3,4.0,1,3.0,0,1.0,0,3,1,1.0,2,20582.0
1706,1,33.0,1,1,8.0,2,1,2,3.0,0,5.0,1,1.0,0,3,1,1.0,1,17707.0
4161,0,35.0,1,1,9.0,2,2,3,5.0,1,5.0,1,8.0,0,4,0,2.0,2,24635.0
4761,0,35.0,0,1,8.0,3,2,4,5.0,1,5.0,3,2.0,0,1,0,1.0,2,24021.0
3455,0,37.0,1,3,10.0,3,0,3,4.0,1,4.0,3,5.0,1,4,0,2.0,2,27956.0
3170,0,32.0,0,1,7.0,2,1,4,4.0,1,5.0,0,3.0,0,5,1,3.0,2,22826.0
3419,1,56.0,1,3,20.0,3,2,3,2.0,4,3.0,2,8.0,1,3,1,2.0,0,32373.0
2893,0,40.0,0,1,15.0,2,1,3,4.0,0,3.0,0,3.0,0,2,0,1.0,1,22433.0
125,0,26.0,1,1,12.0,2,1,2,4.0,0,4.0,0,2.0,0,3,1,0.0,1,17368.0
3603,0,40.0,0,1,11.0,3,0,3,4.0,1,3.0,3,2.0,0,3,1,1.0,2,23720.0
214,1,30.0,1,1,9.0,1,1,2,3.0,0,5.0,2,6.0,1,4,1,1.0,1,17657.0
133,0,41.0,1,3,15.0,2,2,3,3.0,3,3.0,1,4.0,1,2,0,1.0,3,23189.0
3537,0,43.0,0,1,9.0,2,2,3,4.0,3,3.0,1,4.0,1,3,1,1.0,3,28802.0
4880,1,59.0,1,1,28.0,3,1,4,4.0,1,4.0,1,6.0,0,3,1,2.0,2,28686.0
3683,0,32.0,0,1,31.0,1,0,2,4.0,1,3.0,3,4.0,0,1,1,1.0,2,23916.0
3383,1,33.0,1,1,14.0,2,2,4,4.0,1,3.0,0,3.0,0,3,1,2.0,2,23561.0
3231,0,56.0,0,1,9.0,2,2,4,4.0,3,4.0,0,5.0,0,2,1,2.0,3,29654.0
3432,0,42.0,0,1,29.0,2,1,4,4.0,1,3.0,1,5.0,1,5,0,1.0,2,24145.0
4779,0,31.0,1,3,36.0,2,2,4,4.0,1,5.0,1,2.0,0,1,1,1.0,2,22793.0
3755,0,19.0,0,1,21.0,3,1,3,4.0,0,3.0,2,3.0,0,5,1,1.0,1,20192.0
4069,0,30.0,0,1,7.0,1,2,3,4.0,1,3.0,1,3.0,0,3,0,1.0,2,22997.0
4257,0,30.0,1,3,17.0,3,1,3,5.0,1,4.0,1,3.0,1,5,1,1.0,2,26946.0
1332,1,29.0,0,1,30.0,2,2,3,4.0,0,3.0,2,2.0,1,3,1,2.0,1,17439.0
3519,0,33.0,1,1,17.0,3,2,2,4.0,3,3.0,2,4.0,0,1,0,1.0,3,29922.0
2666,0,38.0,0,1,18.0,2,2,3,4.0,3,3.0,1,3.0,1,3,0,2.0,3,30863.0
1937,0,37.0,0,3,15.0,3,2,3,3.0,3,4.0,1,2.0,0,1,1,2.0,3,23834.0
4235,0,32.0,1,3,14.0,3,2,4,4.0,1,3.0,1,6.0,0,1,0,1.0,2,26225.0
2811,0,51.0,1,1,17.0,1,2,4,5.0,3,3.0,2,8.0,0,5,0,3.0,3,29174.0
600,0,32.0,1,1,10.0,2,1,3,4.0,1,3.0,0,2.0,0,4,1,0.0,2,21162.0
3577,0,44.0,1,1,34.0,1,2,3,2.0,0,4.0,1,7.0,0,5,1,2.0,1,23554.0
3706,1,44.0,0,1,24.0,1,2,3,5.0,0,3.0,1,2.0,1,5,1,2.0,1,21115.0
2242,0,56.0,0,1,15.0,3,1,3,3.0,0,3.0,1,3.0,0,1,1,0.0,1,17942.0
4051,0,40.0,1,3,11.0,2,1,3,5.0,1,3.0,1,6.0,0,5,1,2.0,2,24580.0
4202,1,27.0,1,1,23.0,3,2,3,4.0,0,4.0,1,4.0,1,1,1,1.0,1,21051.0
3489,0,41.0,1,1,9.0,3,2,4,4.0,0,3.0,1,4.0,0,1,0,1.0,1,21023.0
3448,0,27.0,1,1,14.0,2,2,4,2.0,0,5.0,3,2.0,0,1,1,1.0,1,22256.0
505,0,26.0,1,1,12.0,2,1,3,3.0,0,3.0,0,2.0,1,2,0,0.0,1,17659.0
963,0,38.0,1,3,8.0,2,1,2,3.0,1,5.0,1,4.0,0,4,0,1.0,2,21893.0
4330,0,39.0,0,1,9.0,2,2,3,4.0,0,3.0,1,3.0,1,5,1,1.0,1,20380.0
120,0,30.0,0,1,29.0,2,2,3,5.0,0,3.0,1,2.0,0,3,1,2.0,1,17613.0
1698,0,35.0,0,3,6.0,3,0,3,3.0,3,3.0,3,2.0,0,5,1,0.0,3,23789.0
3960,0,35.0,0,3,30.0,3,2,4,4.0,1,3.0,3,2.0,0,5,0,2.0,2,23246.0
4553,0,50.0,1,1,7.0,1,1,3,4.0,0,5.0,1,4.0,0,4,0,1.0,1,22258.0
3324,0,33.0,0,1,20.0,2,1,4,5.0,0,4.0,0,3.0,0,5,0,1.0,1,21421.0
2598,0,33.0,0,3,15.0,3,0,3,4.0,3,3.0,3,3.0,0,4,1,2.0,3,27676.0
4364,0,32.0,1,3,9.0,2,2,4,4.0,1,3.0,3,6.0,1,5,1,2.0,2,25260.0
185,0,33.0,1,1,20.0,3,1,3,3.0,0,4.0,0,2.0,0,5,0,0.0,1,17756.0
34,1,24.0,1,1,6.0,3,2,3,3.0,0,3.0,0,3.0,1,3,1,2.0,1,17293.0
3450,1,50.0,0,1,35.0,2,2,4,5.0,1,5.0,3,5.0,0,3,0,2.0,2,22962.0
3328,0,41.0,1,3,17.0,1,1,3,5.0,1,4.0,1,2.0,0,5,1,1.0,2,25530.0
873,0,36.0,1,1,12.0,2,2,2,5.0,0,3.0,1,2.0,0,2,0,0.0,1,17741.0
1762,0,31.0,0,3,11.0,3,1,2,3.0,0,4.0,1,2.0,0,3,0,0.0,1,17789.0
2350,0,32.0,0,1,19.0,2,1,3,4.0,0,4.0,1,2.0,0,5,1,0.0,1,17743.0
3459,0,35.0,0,1,7.0,2,2,4,4.0,0,5.0,1,7.0,0,1,1,3.0,1,21674.0
2029,0,38.0,1,1,8.0,3,2,3,3.0,0,3.0,1,7.0,1,4,0,2.0,1,18057.0
887,0,42.0,0,1,32.0,3,1,2,3.0,3,5.0,0,4.0,1,3,0,1.0,3,28191.0
2171,0,53.0,1,3,8.0,3,2,2,3.0,4,3.0,1,7.0,0,3,1,0.0,0,29852.0
563,0,25.0,1,3,32.0,3,1,2,3.0,1,3.0,2,2.0,0,4,0,0.0,2,21180.0
2579,0,37.0,1,1,13.0,3,2,3,4.0,1,4.0,1,8.0,0,4,1,2.0,2,23619.0
3526,0,24.0,1,1,27.0,2,2,4,4.0,1,3.0,2,2.0,0,4,1,3.0,2,20950.0
2885,0,43.0,0,1,12.0,2,2,4,4.0,0,3.0,0,6.0,0,3,1,1.0,1,20771.0
766,0,50.0,1,1,8.0,3,2,3,3.0,2,3.0,0,3.0,1,2,1,1.0,4,34237.0
210,1,32.0,1,3,10.0,3,2,2,5.0,3,3.0,0,2.0,0,2,1,1.0,3,25400.0
922,0,44.0,1,1,10.0,2,2,3,1.0,2,5.0,1,2.0,0,5,1,2.0,4,34190.0
3616,0,30.0,1,3,17.0,3,2,3,5.0,1,3.0,3,2.0,0,4,1,1.0,2,24547.0
4430,0,24.0,1,1,11.0,3,2,3,2.0,0,5.0,1,4.0,0,4,0,2.0,1,21497.0
3359,1,22.0,0,1,17.0,2,1,3,5.0,0,3.0,3,3.0,0,4,1,1.0,1,21303.0
2061,1,33.0,1,3,22.0,3,1,3,3.0,1,5.0,2,6.0,0,3,1,0.0,2,20324.0
734,0,22.0,1,1,14.0,2,2,3,5.0,0,5.0,0,2.0,0,2,1,0.0,1,17451.0
1778,0,58.0,0,1,6.0,2,2,2,5.0,1,3.0,1,3.0,1,1,1,1.0,2,20660.0
2160,0,31.0,1,1,18.0,3,1,2,3.0,1,3.0,1,1.0,1,4,1,0.0,2,20855.0
3663,0,30.0,1,1,16.0,3,1,3,4.0,0,3.0,1,2.0,0,5,1,2.0,1,21652.0
3927,0,35.0,1,1,26.0,3,2,4,4.0,0,3.0,1,2.0,0,3,0,1.0,1,21339.0
1753,0,55.0,1,1,26.0,1,2,2,3.0,1,3.0,1,4.0,1,1,0,0.0,2,20415.0
2633,0,52.0,1,1,10.0,3,1,4,4.0,4,4.0,2,5.0,0,5,0,2.0,0,32412.0
2731,0,39.0,1,1,30.0,2,2,3,4.0,1,3.0,1,2.0,0,3,0,1.0,2,24423.0
3619,0,40.0,1,1,19.0,3,2,4,4.0,1,4.0,1,6.0,0,3,1,2.0,2,23973.0
3261,0,37.0,0,1,25.0,2,2,4,4.0,1,3.0,3,4.0,0,3,1,1.0,2,26457.0
4030,0,35.0,1,1,12.0,3,1,3,5.0,3,5.0,2,4.0,0,1,1,2.0,3,30309.0
550,0,23.0,1,1,15.0,3,2,2,3.0,0,5.0,0,2.0,0,3,0,1.0,1,17500.0
2590,0,31.0,1,1,9.0,3,2,3,5.0,0,3.0,3,2.0,0,4,0,1.0,1,21398.0
3131,0,37.0,1,1,9.0,3,2,4,4.0,0,3.0,2,6.0,0,5,1,1.0,1,21197.0
1659,0,51.0,1,1,9.0,3,1,3,3.0,4,4.0,2,4.0,0,5,1,1.0,0,28734.0
4200,1,45.0,0,1,31.0,2,2,3,4.0,0,3.0,1,5.0,1,5,0,2.0,1,21839.0
1663,0,43.0,0,1,13.0,3,2,2,1.0,0,3.0,1,5.0,0,4,1,0.0,1,17089.0
290,0,49.0,0,1,16.0,2,1,2,3.0,2,5.0,2,1.0,1,3,0,0.0,4,33665.0
3197,0,40.0,0,1,29.0,3,1,3,4.0,3,5.0,2,3.0,1,5,1,1.0,3,29558.0
652,0,37.0,0,3,25.0,3,2,2,3.0,3,4.0,3,2.0,1,5,0,0.0,3,22642.0
3167,0,47.0,1,1,14.0,3,2,4,4.0,3,3.0,1,8.0,0,2,0,3.0,3,29523.0
930,0,51.0,0,1,12.0,3,1,2,4.0,0,3.0,2,1.0,0,5,1,1.0,1,17838.0
4376,0,35.0,1,3,28.0,2,2,4,2.0,1,3.0,3,3.0,0,3,0,1.0,2,24015.0
2652,0,41.0,0,1,16.0,2,2,4,5.0,1,3.0,0,2.0,0,5,1,1.0,2,23554.0
743,0,59.0,1,1,8.0,2,1,3,4.0,4,3.0,2,4.0,1,5,0,2.0,0,28726.0
1662,1,35.0,1,1,29.0,2,2,2,4.0,1,3.0,1,4.0,1,4,1,0.0,2,20916.0
1763,1,26.0,1,3,10.0,3,2,2,4.0,1,3.0,2,2.0,1,1,1,0.0,2,20828.0
3288,0,31.0,1,3,17.0,3,2,4,5.0,1,3.0,0,3.0,0,2,1,1.0,2,25256.0
4418,1,46.0,0,3,33.0,2,1,4,4.0,1,5.0,1,4.0,0,1,0,3.0,2,22964.0
4581,1,42.0,1,1,9.0,2,1,3,6.0,0,3.0,1,6.0,1,3,0,2.0,1,21456.0
1158,0,37.0,1,1,25.0,2,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,20768.0
4206,0,32.0,0,3,12.0,3,1,3,4.0,0,4.0,1,3.0,0,3,0,1.0,1,21467.0
1631,0,27.0,0,1,15.0,3,2,2,3.0,0,4.0,1,7.0,0,3,1,1.0,1,17024.0
3978,0,37.0,1,1,15.0,1,1,3,4.0,3,3.0,1,3.0,0,4,1,1.0,3,28774.0
4725,0,39.0,1,3,9.0,3,2,3,4.0,3,4.0,3,2.0,0,4,1,2.0,3,26029.0
2878,0,32.0,1,1,16.0,2,2,3,4.0,3,4.0,1,3.0,0,3,1,2.0,3,29326.0
3958,0,31.0,0,1,7.0,3,1,3,4.0,1,3.0,3,3.0,0,3,1,1.0,2,22689.0
4074,0,23.0,1,1,26.0,3,2,4,4.0,0,3.0,1,3.0,0,1,1,1.0,1,21001.0
3951,0,36.0,1,3,9.0,3,1,4,4.0,0,3.0,1,3.0,0,1,1,3.0,1,20692.0
892,1,19.0,0,1,16.0,3,1,3,4.0,0,4.0,2,2.0,1,5,1,1.0,1,16859.0
4358,0,49.0,1,3,9.0,3,1,3,4.0,1,3.0,1,4.0,0,5,1,1.0,2,22729.0
945,0,50.0,1,1,34.0,2,1,2,3.0,4,5.0,0,5.0,1,5,0,0.0,0,31880.0
2471,0,43.0,1,3,15.0,3,2,3,4.0,1,4.0,0,2.0,0,3,0,2.0,2,25503.0
3647,0,54.0,1,1,31.0,3,2,3,2.0,3,3.0,1,5.0,0,3,0,2.0,3,25683.0
644,0,31.0,1,1,17.0,2,2,2,3.0,0,3.0,0,4.0,1,3,1,1.0,1,17356.0
102,1,20.0,0,1,12.0,2,1,3,4.0,0,3.0,2,2.0,1,2,1,1.0,1,17926.0
1669,0,38.0,1,1,35.0,1,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,21261.0
4120,0,23.0,1,1,12.0,2,2,3,2.0,0,4.0,1,3.0,1,4,1,1.0,1,21006.0
1172,0,29.0,1,3,16.0,3,2,2,4.0,1,3.0,2,1.0,0,4,1,0.0,2,20869.0
4540,0,33.0,1,1,15.0,3,1,4,2.0,1,3.0,1,7.0,0,3,1,3.0,2,23853.0
4522,1,56.0,1,3,9.0,3,2,3,4.0,1,3.0,3,6.0,0,1,1,1.0,2,23838.0
983,0,34.0,1,1,8.0,1,1,3,3.0,1,3.0,3,2.0,0,5,1,1.0,2,21687.0
408,0,52.0,1,1,10.0,2,1,1,3.0,4,3.0,0,3.0,0,5,1,0.0,0,31555.0
2594,0,41.0,0,1,33.0,3,1,3,4.0,1,4.0,1,3.0,0,2,1,1.0,2,24283.0
2535,0,52.0,1,3,28.0,3,2,4,4.0,1,3.0,3,2.0,1,5,1,2.0,2,24119.0
1206,0,26.0,0,1,13.0,3,2,3,3.0,0,3.0,2,2.0,0,4,1,2.0,1,17570.0
1052,0,30.0,0,1,13.0,1,2,3,3.0,0,3.0,1,2.0,0,5,0,0.0,1,16274.0
1165,0,44.0,0,2,6.0,2,2,2,3.0,1,3.0,1,5.0,1,5,1,1.0,2,20743.0
3106,1,21.0,1,3,9.0,3,1,3,5.0,0,3.0,2,3.0,0,4,0,2.0,1,20722.0
225,0,59.0,1,1,9.0,2,2,3,4.0,0,3.0,0,4.0,0,3,0,1.0,1,17177.0
206,0,22.0,1,1,11.0,2,2,2,2.0,0,4.0,1,2.0,1,4,0,0.0,1,17328.0
1936,0,41.0,1,3,8.0,2,1,3,3.0,4,5.0,1,1.0,0,5,1,2.0,0,31595.0
560,0,34.0,1,1,14.0,2,1,2,3.0,1,5.0,1,4.0,0,5,1,0.0,2,20121.0
3128,0,41.0,1,3,17.0,3,2,4,5.0,3,4.0,1,4.0,0,4,1,2.0,3,28383.0
1674,1,38.0,1,1,35.0,3,2,3,3.0,1,5.0,1,1.0,1,3,1,2.0,2,21673.0
1422,0,35.0,1,1,17.0,3,2,2,3.0,0,3.0,1,1.0,1,5,0,0.0,1,17660.0
4117,0,41.0,1,1,26.0,3,2,2,4.0,1,3.0,1,2.0,1,1,1,1.0,2,21419.0
1640,0,27.0,1,1,23.0,1,2,2,3.0,0,4.0,1,1.0,1,4,0,0.0,1,18058.0
3497,0,58.0,1,1,7.0,2,2,4,2.0,1,3.0,0,2.0,0,3,1,3.0,2,23578.0
406,0,52.0,1,1,9.0,3,2,2,4.0,3,3.0,0,3.0,1,2,0,0.0,3,22969.0
2279,0,28.0,1,1,9.0,3,1,3,3.0,3,4.0,1,1.0,0,4,0,0.0,3,22655.0
3079,0,36.0,1,1,16.0,2,1,4,5.0,3,3.0,0,3.0,1,4,1,2.0,3,29363.0
4381,0,38.0,0,3,16.0,3,2,4,4.0,3,4.0,1,3.0,0,1,1,3.0,3,27512.0
2541,0,29.0,0,3,11.0,3,2,3,4.0,1,3.0,0,3.0,0,2,1,1.0,2,22899.0
2367,0,59.0,1,3,9.0,2,1,2,4.0,1,3.0,2,6.0,0,3,0,0.0,2,20171.0
383,0,22.0,1,1,17.0,3,1,2,3.0,0,4.0,0,2.0,0,2,1,0.0,1,17244.0
1063,0,29.0,1,3,25.0,2,2,3,4.0,1,3.0,1,2.0,0,4,1,0.0,2,23620.0
1533,0,59.0,1,3,31.0,2,1,4,3.0,3,5.0,3,1.0,0,3,1,1.0,3,22637.0
4599,0,27.0,0,3,7.0,3,2,3,5.0,1,5.0,3,3.0,0,3,0,1.0,2,22972.0
3947,1,40.0,1,3,12.0,1,2,3,4.0,1,3.0,1,5.0,0,1,0,1.0,2,20764.0
2684,0,40.0,1,1,7.0,3,1,4,4.0,0,3.0,1,2.0,0,3,0,2.0,1,20910.0
2769,0,32.0,0,1,14.0,2,1,3,5.0,3,3.0,0,3.0,0,2,1,2.0,3,27621.0
3856,0,31.0,1,1,7.0,3,2,4,4.0,0,4.0,1,3.0,0,5,0,2.0,1,22426.0
1881,0,60.0,1,1,13.0,2,1,2,3.0,2,5.0,1,6.0,0,5,1,0.0,4,34566.0
987,0,51.0,0,3,8.0,3,2,2,3.0,3,4.0,0,3.0,0,4,0,0.0,3,25596.0
1017,0,27.0,1,1,17.0,2,2,3,3.0,0,5.0,0,1.0,0,5,1,2.0,1,17099.0
66,0,36.0,0,1,17.0,2,2,3,4.0,1,4.0,3,2.0,0,4,1,1.0,2,21499.0
2450,0,60.0,1,1,10.0,3,1,3,3.0,0,5.0,0,6.0,1,2,1,2.0,1,21348.0
4272,0,37.0,0,3,7.0,3,0,3,4.0,1,3.0,3,6.0,0,1,1,2.0,2,25331.0
3610,0,49.0,0,1,11.0,3,2,3,5.0,4,3.0,1,4.0,0,5,1,2.0,0,33880.0
2162,0,32.0,1,1,9.0,3,1,3,3.0,1,5.0,1,2.0,0,1,1,0.0,2,21725.0
2715,1,48.0,0,1,36.0,2,2,3,4.0,3,4.0,0,3.0,1,3,1,1.0,3,30527.0
4609,1,38.0,1,3,7.0,2,2,3,5.0,3,3.0,1,7.0,0,1,1,2.0,3,29287.0
1263,0,42.0,1,1,18.0,3,2,2,3.0,0,4.0,1,1.0,0,1,1,1.0,1,17766.0
3924,0,36.0,1,1,23.0,3,2,3,2.0,0,4.0,1,2.0,0,4,1,2.0,1,21104.0
3607,0,38.0,1,1,17.0,3,1,4,4.0,0,4.0,1,3.0,0,1,1,1.0,1,22614.0
1771,0,18.0,1,3,16.0,3,1,3,4.0,0,3.0,2,2.0,0,1,0,2.0,1,16200.0
3240,1,26.0,1,1,11.0,1,2,3,4.0,0,3.0,0,3.0,1,3,1,1.0,1,22369.0
976,0,56.0,1,1,29.0,2,2,3,3.0,4,4.0,0,5.0,1,4,1,2.0,0,28402.0
4375,0,36.0,1,3,7.0,3,0,4,4.0,1,3.0,3,3.0,0,4,1,1.0,2,23537.0
351,0,32.0,1,1,8.0,3,1,3,3.0,0,4.0,0,2.0,0,4,0,0.0,1,17370.0
4351,0,31.0,1,3,14.0,3,2,3,4.0,0,4.0,3,2.0,0,1,0,1.0,1,21661.0
535,0,41.0,1,2,16.0,2,2,3,4.0,2,3.0,1,4.0,0,2,1,0.0,4,34141.0
2904,0,27.0,1,3,36.0,3,2,3,4.0,1,3.0,1,7.0,0,5,1,1.0,2,22984.0
3327,0,34.0,1,1,16.0,3,2,3,4.0,0,3.0,0,2.0,0,2,1,1.0,1,21459.0
2620,0,34.0,1,1,9.0,2,2,3,4.0,0,3.0,2,2.0,0,3,0,2.0,1,21178.0
911,1,25.0,0,3,30.0,2,2,3,5.0,0,3.0,2,2.0,1,1,1,1.0,1,16118.0
1218,0,41.0,1,3,12.0,3,2,2,3.0,3,3.0,3,2.0,0,5,1,0.0,3,24241.0
4236,0,33.0,1,1,9.0,3,0,4,2.0,1,3.0,3,2.0,0,3,0,1.0,2,23733.0
2826,1,27.0,0,1,10.0,1,2,4,4.0,0,5.0,3,2.0,0,3,0,3.0,1,21780.0
1265,0,33.0,0,1,10.0,1,2,2,3.0,1,4.0,1,6.0,0,1,0,0.0,2,18055.0
4587,0,34.0,1,1,7.0,2,2,4,5.0,0,5.0,3,5.0,1,4,1,2.0,1,21477.0
3420,0,57.0,1,1,30.0,2,2,4,4.0,4,4.0,0,6.0,1,4,1,3.0,0,32080.0
403,0,41.0,1,3,6.0,3,2,2,2.0,3,5.0,0,2.0,0,3,1,1.0,3,23392.0
3207,0,35.0,1,3,17.0,2,1,3,4.0,0,3.0,0,3.0,1,2,0,2.0,1,20898.0
1758,1,26.0,1,1,22.0,3,2,2,3.0,0,4.0,1,3.0,1,1,1,0.0,1,17373.0
2190,1,30.0,1,1,28.0,2,1,2,3.0,0,3.0,1,5.0,1,1,0,0.0,1,17132.0
1388,0,32.0,0,1,21.0,3,1,2,3.0,1,3.0,1,6.0,0,3,0,1.0,2,21667.0
4207,1,27.0,1,3,11.0,3,2,3,5.0,1,3.0,3,3.0,1,1,1,1.0,2,24506.0
423,0,30.0,0,3,28.0,2,1,3,3.0,3,5.0,0,1.0,0,2,1,0.0,3,23412.0
182,1,41.0,1,3,26.0,3,1,3,3.0,0,4.0,2,2.0,1,4,0,2.0,1,18140.0
4539,0,46.0,1,3,16.0,3,2,4,4.0,3,5.0,1,6.0,1,1,0,1.0,3,29439.0
1418,0,38.0,0,1,12.0,2,2,3,4.0,1,3.0,1,3.0,0,4,1,1.0,2,20321.0
1084,0,34.0,1,3,6.0,1,2,3,4.0,3,3.0,0,2.0,1,1,1,1.0,3,22083.0
1238,0,23.0,1,1,10.0,3,1,2,3.0,0,4.0,2,2.0,0,3,1,1.0,1,18295.0
4070,0,52.0,1,1,14.0,3,2,3,5.0,1,3.0,1,4.0,0,3,1,2.0,2,24810.0
2763,0,33.0,1,3,15.0,1,1,4,5.0,1,4.0,0,3.0,1,2,1,1.0,2,23906.0
3705,0,39.0,1,1,25.0,3,2,3,6.0,1,3.0,1,5.0,1,5,0,2.0,2,24489.0
832,0,37.0,1,1,31.0,3,1,2,4.0,1,3.0,1,1.0,0,3,0,1.0,2,20731.0
1283,0,28.0,1,1,6.0,2,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,17044.0
3888,1,57.0,1,1,14.0,1,2,4,4.0,0,3.0,1,2.0,0,4,1,3.0,1,21017.0
4683,0,27.0,0,1,7.0,3,1,4,5.0,0,3.0,1,3.0,0,1,0,1.0,1,20685.0
3891,0,37.0,0,3,22.0,3,2,3,6.0,1,3.0,1,3.0,0,1,1,1.0,2,24084.0
